age,birth_year,cause_of_death,death_month,death_year,famous_for,name,nationality,fame_score
76,1931, leukemia,October,2007, member of the US House of Representatives from Illinois (1989–1995),George E. Sangmeister,American,5399.0
91,1916,,October,2007, actress,Jiřina Steimarová,Czech,3065.0
89,1918,,October,2007, member of the US House of Representatives from Louisiana (1961–1979),Joe Waggonner,American,28729.0
90,1917,,October,2007, Greek-French painter and sculptor,Constantine Andreou,Brazilian-born,13646.0
88,1919,,October,2007, Olympic silver medal-winning (1948) athlete,Francis Schewetta,French,2694.0
85,1922,,October,2007, nightclub impresario (North Beach San Francisco),Enrico Banducci,American,5622.0
87,1920, chronic obstructive pulmonary disease,October,2007, actress (WKRP in Cincinnati),Carol Bruce,American,6427.0
72,1935, heart attack,October,2007, footballer and football manager,Henk van Brussel,Dutch,7104.0
55,1952, heart attack,October,2007, politician,Fausto Correia,Portuguese,3740.0
98,1909, natural causes,October,2007, composer,Kurt Schwaen,German,6234.0
86,1921,,October,2007, MP for Fraser (1974–1984),Ken Fry,Australian,5052.0
49,1958, pulmonary thrombosis,October,2007, transvestite actress and designer,Francis García,Mexican,3326.0
76,1931,,October,2007, MP for Bowman (1969–1975 1983–1987),Len Keogh,Australian,3172.0
78,1929,,October,2007, football player and coach (Sporting national team),Juca,Portuguese,14032.0
78,1929, leukemia,October,2007, film director,Rauni Mollberg,Finnish,5039.0
63,1944, complications from peripheral vascular disease,October,2007, cookbook author (The Beverly Hills Diet),Judy Mazel,American,4280.0
91,1916, head of the Sarkaria Commission,October,2007, Supreme Court judge (1973–1981),Rajinder Singh Sarkaria,Indian,4247.0
59,1948, leukemia,October,2007, Prime Minister (2004–2007),Soe Win,Burmese,9675.0
40,1967, heart attack,October,2007, basketball player (Georgia Bulldogs Miami Heat),Alec Kessler,American,8942.0
63,1944,,October,2007, Governor of the Turks & Caicos Islands (2002–2005),Jim Poston,British,3387.0
82,1925,,October,2007, actor,Raymond Pellegrin,French,5807.0
72,1935, lung cancer,October,2007, actress (Hogan's Heroes),Sigrid Valdis,American,5804.0
64,1943, brain tumour,October,2007, pop singer (The Moody Blues),Nicky James,British,10487.0
95,1912,,October,2007, footballer (Ipswich Town),Jackie Little,British,2948.0
67,1940, heart attack,October,2007, cyclist,Vito Taccone,Italian,7677.0
86,1921, complications of Parkinson's disease,October,2007, actress (From Here to Eternity Black Narcissus The King and I),Deborah Kerr,British,38130.0
69,1938, cancer,October,2007, writer,Germán Espinosa,Colombian,5449.0
94,1913, 1936 Olympic bronze medallist,October,2007, javelin thrower,Maria Kwaśniewska,Polish,3044.0
83,1924, liver disease,October,2007, member of the US House of Representatives from Missouri (1977–1987),Robert A. Young,American,7459.0
69,1938, cancer,October,2007, writer and satirist editor of Punch (1978–1987),Alan Coren,British,9785.0
82,1925, cardiac arrest,October,2007, Ambassador to UK (1994–1997) Chairman of the Joint Chiefs of Staff (1985–1989),William J. Crowe,American,18086.0
